evaluation_batch,evaluation_total_reward,initial_theta,initial_theta_dot,step,state_cos_theta,state_sin_theta,state_theta_dot,theta_wrapped,theta_unwrapped,theta_dot,action,torque,reward,next_state_cos_theta,next_state_sin_theta,next_state_theta_dot,next_theta_wrapped,next_theta_unwrapped,next_theta_dot,terminated,truncated
0,1281.2113398864153,3.141592653589793,0.0,10,-0.8637734055519104,0.5038803815841675,-1.534519910812378,2.613507342967674,2.613507342967674,-1.5345199204139872,0,-2.0,-1.638438223727631,-0.8248181939125061,0.565398097038269,-1.4566096067428589,2.5406768622480946,2.540676862248095,-1.4566096143915808,0,0
0,1281.2113398864153,3.141592653589793,0.0,11,-0.8248181939125061,0.565398097038269,-1.4566096067428589,2.5406768622480946,2.540676862248095,-1.4566096143915808,0,-2.0,-1.5591322398773189,-0.7853445410728455,0.6190589070320129,-1.3325610160827637,2.4740488092181696,2.47404880921817,-1.3325610605984965,0,0
0,1281.2113398864153,3.141592653589793,0.0,12,-0.7853445410728455,0.6190589070320129,-1.3325610160827637,2.4740488092181696,2.47404880921817,-1.3325610605984965,0,-2.0,-1.4841704713446424,-0.747864305973053,0.6638516187667847,-1.1682668924331665,2.4156354659832076,2.4156354659832076,-1.1682668646992544,0,0
0,1281.2113398864153,3.141592653589793,0.0,13,-0.747864305973053,0.6638516187667847,-1.1682668924331665,2.4156354659832076,2.4156354659832076,-1.1682668646992544,0,-2.0,-1.4187319236295666,-0.7147875428199768,0.6993417143821716,-0.9703781604766846,2.367116557490964,2.367116557490964,-0.970378169844873,0,0
0,1281.2113398864153,3.141592653589793,0.0,14,-0.7147875428199768,0.6993417143821716,-0.9703781604766846,2.367116557490964,2.367116557490964,-0.970378169844873,0,-2.0,-1.3673476300386525,-0.6882156133651733,0.7255062460899353,-0.745871901512146,2.3298229624250766,2.329822962425077,-0.7458719013177341,0,0
0,1281.2113398864153,3.141592653589793,0.0,15,-0.6882156133651733,0.7255062460899353,-0.745871901512146,2.3298229624250766,2.329822962425077,-0.7458719013177341,0,-2.0,-1.3335740677970807,-0.6698001027107239,0.742541491985321,-0.5017422437667847,2.3047358513162397,2.30473585131624,-0.50174222217674,0,0
0,1281.2113398864153,3.141592653589793,0.0,16,-0.6698001027107239,0.742541491985321,-0.5017422437667847,2.3047358513162397,2.30473585131624,-0.50174222217674,0,-2.0,-1.3197986960418606,-0.6606600880622864,0.7506852149963379,-0.24483610689640045,2.2924940456087572,2.2924940456087572,-0.24483611414965895,0,0
0,1281.2113398864153,3.141592653589793,0.0,17,-0.6606600880622864,0.7506852149963379,-0.24483610689640045,2.2924940456087572,2.2924940456087572,-0.24483611414965895,0,-2.0,-1.327141933895692,-0.6613420844078064,0.750084400177002,0.018177783116698265,2.2934029347689,2.2934029347689,0.01817778320285124,0,0
0,1281.2113398864153,3.141592653589793,0.0,18,-0.6613420844078064,0.750084400177002,0.018177783116698265,2.2934029347689,2.2934029347689,0.01817778320285124,0,-2.0,-1.355417820927096,-0.6718055605888367,0.7407275438308716,0.2807410955429077,2.307439989668108,2.307439989668108,0.2807410979841623,0,0
0,1281.2113398864153,3.141592653589793,0.0,19,-0.6718055605888367,0.7407275438308716,0.2807410955429077,2.307439989668108,2.307439989668108,0.2807410979841623,0,-2.0,-1.4031308119243984,-0.6914238333702087,0.7224493622779846,0.5362867712974548,2.3342543270402896,2.33425432704029,0.5362867474436445,0,0
0,1281.2113398864153,3.141592653589793,0.0,20,-0.6914238333702087,0.7224493622779846,0.5362867712974548,2.3342543270402896,2.33425432704029,0.5362867474436445,6,2.0,-1.5364950300252689,-0.7395248413085938,0.6731292605400085,1.3781237602233887,2.4031605165846166,2.403160516584617,1.3781237908865378,0,0
0,1281.2113398864153,3.141592653589793,0.0,21,-0.7395248413085938,0.6731292605400085,1.3781237602233887,2.4031605165846166,2.403160516584617,1.3781237908865378,6,2.0,-1.7231266095002828,-0.808449387550354,0.5885657072067261,2.1829707622528076,2.512309053596865,2.512309053596865,2.182970740244956,0,0
0,1281.2113398864153,3.141592653589793,0.0,22,-0.808449387550354,0.5885657072067261,2.1829707622528076,2.512309053596865,2.512309053596865,2.182970740244956,6,2.0,-1.9337826210058817,-0.8855759501457214,0.46449461579322815,2.9243950843811035,2.658528805705214,2.658528805705214,2.924395042166989,0,0
0,1281.2113398864153,3.141592653589793,0.0,23,-0.8855759501457214,0.46449461579322815,2.9243950843811035,2.658528805705214,2.658528805705214,2.924395042166989,6,2.0,-2.1290043183984864,-0.95401930809021,0.2997451722621918,3.572766065597534,2.8371671061164676,2.837167106116468,3.572766008225081,0,0
0,1281.2113398864153,3.141592653589793,0.0,24,-0.95401930809021,0.2997451722621918,3.572766065597534,2.8371671061164676,2.837167106116468,3.572766008225081,6,2.0,-2.2644391875424446,-0.9950492978096008,0.09938247501850128,4.097574710845947,3.042045850998961,3.042045850998961,4.097574897649861,0,0
0,1281.2113398864153,3.141592653589793,0.0,25,-0.9950492978096008,0.09938247501850128,4.097574710845947,3.042045850998961,3.042045850998961,4.097574897649861,6,2.0,-2.1763709909457964,-0.9923145771026611,-0.12374080717563629,4.472111701965332,-3.0175338685568764,3.2656514386227102,4.472111752474982,0,0
0,1281.2113398864153,3.141592653589793,0.0,26,-0.9923145771026611,-0.12374080717563629,4.472111701965332,-3.0175338685568764,3.2656514386227102,4.472111752474982,6,2.0,-1.9791585217002212,-0.9365910291671753,-0.35042428970336914,4.6793060302734375,-2.7835685611958008,3.4996167459837855,4.679306147221503,0,0
0,1281.2113398864153,3.141592653589793,0.0,27,-0.9365910291671753,-0.35042428970336914,4.6793060302734375,-2.7835685611958008,3.4996167459837855,4.679306147221503,6,2.0,-1.7661271489719093,-0.8287934064865112,-0.5595547556877136,4.716487884521484,-2.5477441651278445,3.7354411420517417,4.716487921359128,0,0
0,1281.2113398864153,3.141592653589793,0.0,28,-0.8287934064865112,-0.5595547556877136,4.716487884521484,-2.5477441651278445,3.7354411420517417,4.716487921359128,6,2.0,-1.4594250612268727,-0.6795189380645752,-0.733657956123352,4.5968217849731445,-2.317903072580383,3.9652822345992034,4.596821850949231,0,0
0,1281.2113398864153,3.141592653589793,0.0,29,-0.6795189380645752,-0.733657956123352,4.5968217849731445,-2.317903072580383,3.9652822345992034,4.596821850949231,6,2.0,-1.0949462487915989,-0.505341649055481,-0.8629193902015686,4.346578598022461,-2.1005741534536178,4.1826111537259685,4.346578382535302,0,0
0,1281.2113398864153,3.141592653589793,0.0,30,-0.505341649055481,-0.8629193902015686,4.346578598022461,-2.1005741534536178,4.1826111537259685,4.346578382535302,3,0.0,-0.720402749148318,-0.3380163311958313,-0.9411402344703674,3.6993887424468994,-1.9156047105237608,4.367580596655825,3.699388858597147,0,0
0,1281.2113398864153,3.141592653589793,0.0,31,-0.3380163311958313,-0.9411402344703674,3.6993887424468994,-1.9156047105237608,4.367580596655825,3.699388858597147,3,0.0,-0.40256557097661155,-0.19389574229717255,-0.9810221195220947,2.9935336112976074,-1.7659280265682415,4.517257280611345,2.993533679110384,0,0
0,1281.2113398864153,3.141592653589793,0.0,32,-0.19389574229717255,-0.9810221195220947,2.9935336112976074,-1.7659280265682415,4.517257280611345,2.993533679110384,3,0.0,-0.1588322692627491,-0.0821506604552269,-0.9966199398040771,2.2577669620513916,-1.653039672938955,4.630145634240631,2.2577670725857377,0,0
0,1281.2113398864153,3.141592653589793,0.0,33,-0.0821506604552269,-0.9966199398040771,2.2577669620513916,-1.653039672938955,4.630145634240631,2.2577670725857377,3,0.0,0.0014910503616131013,-0.0067281886003911495,-0.9999773502349854,1.510302186012268,-1.5775245663801822,4.705660740799404,1.5103021311754516,0,0
0,1281.2113398864153,3.141592653589793,0.0,34,-0.0067281886003911495,-0.9999773502349854,1.510302186012268,-1.5775245663801822,4.705660740799404,1.5103021311754516,0,-2.0,0.037963032107300385,0.016286995261907578,-0.9998673796653748,0.4603191018104553,-1.5545086110269635,4.728676696152623,0.46031910706437995,0,0
0,1281.2113398864153,3.141592653589793,0.0,35,0.016286995261907578,-0.9998673796653748,0.4603191018104553,-1.5545086110269635,4.728676696152623,0.46031910706437995,1,-0.5,-0.014576438519258869,-0.0019413535483181477,-0.9999980926513672,-0.3645814061164856,-1.572737681602118,4.710447625577468,-0.3645814115030811,0,0
0,1281.2113398864153,3.141592653589793,0.0,36,-0.0019413535483181477,-0.9999980926513672,-0.3645814061164856,-1.572737681602118,4.710447625577468,-0.3645814115030811,1,-0.5,-0.16690399439834475,-0.061381746083498,-0.9981143474578857,-1.189579963684082,-1.6322166815111974,4.650968625668389,-1.1895799981815922,0,0
0,1281.2113398864153,3.141592653589793,0.0,37,-0.061381746083498,-0.9981143474578857,-1.189579963684082,-1.6322166815111974,4.650968625668389,-1.1895799981815922,1,-0.5,-0.41384741697434735,-0.1613699495792389,-0.9868940114974976,-2.0131657123565674,-1.7328749700296253,4.550310337149961,-2.0131657703685635,0,0
0,1281.2113398864153,3.141592653589793,0.0,38,-0.1613699495792389,-0.9868940114974976,-2.0131657123565674,-1.7328749700296253,4.550310337149961,-2.0131657703685635,0,-2.0,-0.792710913328657,-0.3095744550228119,-0.9508752226829529,-3.0533361434936523,-1.8855417829899626,4.397643524189624,-3.0533362592067532,0,0
0,1281.2113398864153,3.141592653589793,0.0,39,-0.3095744550228119,-0.9508752226829529,-3.0533361434936523,-1.8855417829899626,4.397643524189624,-3.0533362592067532,0,-2.0,-1.2614347432168433,-0.4952043890953064,-0.8687765002250671,-4.066492557525635,-2.088866416324339,4.194318890855247,-4.066492666687522,0,0
0,1281.2113398864153,3.141592653589793,0.0,40,-0.4952043890953064,-0.8687765002250671,-4.066492557525635,-2.088866416324339,4.194318890855247,-4.066492666687522,0,-2.0,-1.772059011233683,-0.695398211479187,-0.7186246514320374,-5.018074989318848,-2.3397701683016017,3.9434151388779846,-5.018075039545251,0,0
0,1281.2113398864153,3.141592653589793,0.0,41,-0.695398211479187,-0.7186246514320374,-5.018074989318848,-2.3397701683016017,3.9434151388779846,-5.018075039545251,4,0.10000000149011612,-2.1766317359694884,-0.8654640913009644,-0.5009709596633911,-5.542043685913086,-2.616872344139918,3.666312963039668,-5.542043516766326,0,0
0,1281.2113398864153,3.141592653589793,0.0,42,-0.8654640913009644,-0.5009709596633911,-5.542043685913086,-2.616872344139918,3.666312963039668,-5.542043516766326,0,-2.0,-2.5005011002041173,-0.9772250056266785,-0.2122059017419815,-6.217771530151367,-2.927760931058617,3.355424376120969,-6.217771738373981,0,0
0,1281.2113398864153,3.141592653589793,0.0,43,-0.9772250056266785,-0.2122059017419815,-6.217771530151367,-2.927760931058617,3.355424376120969,-6.217771738373981,0,-2.0,-2.4823357779473665,-0.9928069114685059,0.11972668766975403,-6.676926136016846,3.021578067822688,3.0215780678226882,-6.676926165965622,0,0
0,1281.2113398864153,3.141592653589793,0.0,44,-0.9928069114685059,0.11972668766975403,-6.676926136016846,3.021578067822688,3.0215780678226882,-6.676926165965622,0,-2.0,-2.0943542411135767,-0.8941034078598022,0.44786062836647034,-6.887131214141846,2.6772215103300967,2.6772215103300967,-6.887131149851826,0,0
0,1281.2113398864153,3.141592653589793,0.0,45,-0.8941034078598022,0.44786062836647034,-6.887131214141846,2.6772215103300967,2.6772215103300967,-6.887131149851826,4,0.10000000149011612,-1.6698369309152192,-0.7030045390129089,0.7111853957176208,-6.536235809326172,2.35040972636492,2.35040972636492,-6.53623567930353,0,0
0,1281.2113398864153,3.141592653589793,0.0,46,-0.7030045390129089,0.7111853957176208,-6.536235809326172,2.35040972636492,2.35040972636492,-6.53623567930353,0,-2.0,-1.1395875268398674,-0.44794997572898865,0.8940586447715759,-6.302846431732178,2.035267393887425,2.035267393887425,-6.302846649549907,0,0
0,1281.2113398864153,3.141592653589793,0.0,47,-0.44794997572898865,0.8940586447715759,-6.302846431732178,2.035267393887425,2.035267393887425,-6.302846649549907,0,-2.0,-0.5417521881423822,-0.16706880927085876,0.9859452247619629,-5.932302474975586,1.7386522598901637,1.7386522598901637,-5.932302679945229,0,0
0,1281.2113398864153,3.141592653589793,0.0,48,-0.16706880927085876,0.9859452247619629,-5.932302474975586,1.7386522598901637,1.7386522598901637,-5.932302679945229,2,-0.10000000149011612,0.043778222356800955,0.09240424633026123,0.9957215785980225,-5.207843780517578,1.4782600723641064,1.4782600723641066,-5.207843750521141,0,0
0,1281.2113398864153,3.141592653589793,0.0,49,0.09240424633026123,0.9957215785980225,-5.207843780517578,1.4782600723641064,1.4782600723641066,-5.207843750521141,0,-2.0,0.5375502592156445,0.32460007071495056,0.9458513855934143,-4.76105260848999,1.2402074439048016,1.2402074439048019,-4.761052569186096,0,0
0,1281.2113398864153,3.141592653589793,0.0,50,0.32460007071495056,0.9458513855934143,-4.76105260848999,1.2402074439048016,1.2402074439048019,-4.761052569186096,3,0.0,0.9536671674726571,0.5082677006721497,0.861199140548706,-4.051663875579834,1.0376242412995698,1.0376242412995702,-4.051664052104634,0,0
0,1281.2113398864153,3.141592653589793,0.0,51,0.5082677006721497,0.861199140548706,-4.051663875579834,1.0376242412995698,1.0376242412995702,-4.051664052104634,3,0.0,1.262872633918403,0.6468604207038879,0.7626084089279175,-3.4057648181915283,0.8673360063465285,0.8673360063465282,-3.40576469906084,0,0
0,1281.2113398864153,3.141592653589793,0.0,52,0.6468604207038879,0.7626084089279175,-3.4057648181915283,0.8673360063465285,0.8673360063465282,-3.40576469906084,3,0.0,1.4866828188041161,0.7480711340904236,0.6636185050010681,-2.833808422088623,0.7256455868832719,0.725645586883272,-2.8338083892651245,0,0
0,1281.2113398864153,3.141592653589793,0.0,53,0.7480711340904236,0.6636185050010681,-2.833808422088623,0.7256455868832719,0.725645586883272,-2.8338083892651245,3,0.0,1.6444519863204001,0.8203114867210388,0.5719169974327087,-2.336094379425049,0.6088408621392838,0.6088408621392838,-2.336094494879764,0,0
0,1281.2113398864153,3.141592653589793,0.0,54,0.8203114867210388,0.5719169974327087,-2.336094379425049,0.6088408621392838,0.6088408621392838,-2.336094494879764,3,0.0,1.7533842178877703,0.8710389137268066,0.4912140667438507,-1.9071567058563232,0.5134830245357009,0.5134830245357009,-1.9071567520716575,0,0
0,1281.2113398864153,3.141592653589793,0.0,55,0.8710389137268066,0.4912140667438507,-1.9071567058563232,0.5134830245357009,0.5134830245357009,-1.9071567520716575,3,0.0,1.8272264143287582,0.9062175750732422,0.4228116571903229,-1.5387462377548218,0.4365457145616891,0.4365457145616893,-1.5387461994802332,0,0
0,1281.2113398864153,3.141592653589793,0.0,56,0.9062175750732422,0.4228116571903229,-1.5387462377548218,0.4365457145616891,0.4365457145616893,-1.5387461994802332,3,0.0,1.8762922142637153,0.9303376078605652,0.3667041063308716,-1.221637487411499,0.37546384182322434,0.3754638418232242,-1.2216374547693016,0,0
0,1281.2113398864153,3.141592653589793,0.0,57,0.9303376078605652,0.3667041063308716,-1.221637487411499,0.37546384182322434,0.3754638418232242,-1.2216374547693016,3,0.0,1.907995666474167,0.9466455578804016,0.3222765624523163,-0.946609377861023,0.32813337276053955,0.32813337276053967,-0.9466093812536898,0,0
0,1281.2113398864153,3.141592653589793,0.0,58,0.9466455578804016,0.3222765624523163,-0.946609377861023,0.32813337276053955,0.32813337276053967,-0.9466093812536898,0,-2.0,3.9342980340709346,0.9616369009017944,0.27432554960250854,-1.0049020051956177,0.2778882745659037,0.2778882745659037,-1.004901963892719,0,0
0,1281.2113398864153,3.141592653589793,0.0,59,0.9616369009017944,0.27432554960250854,-1.0049020051956177,0.2778882745659037,0.2778882745659037,-1.004901963892719,3,0.0,3.957248107696974,0.9718278646469116,0.23569181561470032,-0.7991577982902527,0.2379303844464693,0.23793038444646922,-0.7991578023886896,0,0
0,1281.2113398864153,3.141592653589793,0.0,60,0.9718278646469116,0.23569181561470032,-0.7991577982902527,0.2379303844464693,0.23793038444646922,-0.7991578023886896,3,0.0,3.969067507254957,0.9786907434463501,0.20533984899520874,-0.6223889589309692,0.20681093767472625,0.20681093767472605,-0.6223889354348631,0,0
0,1281.2113398864153,3.141592653589793,0.0,61,0.9786907434463501,0.20533984899520874,-0.6223889589309692,0.20681093767472625,0.20681093767472605,-0.6223889354348631,3,0.0,3.975977393265773,0.9832308292388916,0.18236547708511353,-0.4683840572834015,0.18339173503647244,0.18339173503647244,-0.46838405276507233,0,0
0,1281.2113398864153,3.141592653589793,0.0,62,0.9832308292388916,0.18236547708511353,-0.4683840572834015,0.18339173503647244,0.18339173503647244,-0.46838405276507233,3,0.0,3.979429072073338,0.9861192107200623,0.16603869199752808,-0.33160993456840515,0.1668112376876918,0.1668112376876919,-0.3316099469756105,0,0
0,1281.2113398864153,3.141592653589793,0.0,63,0.9861192107200623,0.16603869199752808,-0.33160993456840515,0.1668112376876918,0.1668112376876919,-0.3316099469756105,3,0.0,3.9803192389954365,0.9877855181694031,0.15581965446472168,-0.2070809155702591,0.15645719153990267,0.15645719153990276,-0.20708092295578306,0,0
0,1281.2113398864153,3.141592653589793,0.0,64,0.9877855181694031,0.15581965446472168,-0.2070809155702591,0.15645719153990267,0.15645719153990276,-0.20708092295578306,0,-2.0,7.985507698179639,0.990637481212616,0.13651873171329498,-0.3902161717414856,0.13694638252660285,0.13694638252660302,-0.39021618026599475,0,0
0,1281.2113398864153,3.141592653589793,0.0,65,0.990637481212616,0.13651873171329498,-0.3902161717414856,0.13694638252660285,0.13694638252660302,-0.39021618026599475,3,0.0,7.9913662893738735,0.9924995303153992,0.12224846333265305,-0.28782713413238525,0.12255502580899114,0.12255502580899108,-0.2878271343522388,0,0
0,1281.2113398864153,3.141592653589793,0.0,66,0.9924995303153992,0.12224846333265305,-0.28782713413238525,0.12255502580899114,0.12255502580899108,-0.2878271343522388,3,0.0,7.991820159854837,0.9936506748199463,0.11250925809144974,-0.19614078104496002,0.11274798654639717,0.11274798654639727,-0.19614078525187612,0,0
0,1281.2113398864153,3.141592653589793,0.0,67,0.9936506748199463,0.11250925809144974,-0.19614078104496002,0.11274798654639717,0.11274798654639727,-0.19614078525187612,3,0.0,7.991196780050938,0.9942638278007507,0.10695507377386093,-0.11175884306430817,0.10716004456729511,0.10716004456729532,-0.11175883958203903,0,0
0,1281.2113398864153,3.141592653589793,0.0,68,0.9942638278007507,0.10695507377386093,-0.11175884306430817,0.10716004456729511,0.10716004456729532,-0.11175883958203903,3,0.0,7.98964121375862,0.9944313168525696,0.10538686066865921,-0.03154253587126732,0.10558291774737993,0.10558291774737974,-0.03154253639831159,0,0
0,1281.2113398864153,3.141592653589793,0.0,69,0.9944313168525696,0.10538686066865921,-0.03154253587126732,0.10558291774737993,0.10558291774737974,-0.03154253639831159,3,0.0,7.987146428715661,0.9941782355308533,0.10774821788072586,0.04749760776758194,0.10795779811574446,0.10795779811574441,0.04749760736729322,0,0
0,1281.2113398864153,3.141592653589793,0.0,70,0.9941782355308533,0.10774821788072586,0.04749760776758194,0.10795779811574446,0.10795779811574441,0.04749760736729322,0,-2.0,7.99013058556341,0.9950665235519409,0.09920976310968399,-0.17169123888015747,0.09937323652080998,0.09937323652081016,-0.17169123189868488,0,0
0,1281.2113398864153,3.141592653589793,0.0,71,0.9950665235519409,0.09920976310968399,-0.17169123888015747,0.09937323652080998,0.09937323652081016,-0.17169123189868488,3,0.0,7.993412143613395,0.9955373406410217,0.09436841309070587,-0.09728390723466873,0.09450904110611269,0.09450904110611284,-0.09728390829394638,0,0
0,1281.2113398864153,3.141592653589793,0.0,72,0.9955373406410217,0.09436841309070587,-0.09728390723466873,0.09450904110611269,0.09450904110611284,-0.09728390829394638,3,0.0,7.991978750085071,0.9956615567207336,0.09304886311292648,-0.026507599279284477,0.09318366114570509,0.09318366114570531,-0.026507599208150767,0,0
0,1281.2113398864153,3.141592653589793,0.0,73,0.9956615567207336,0.09304886311292648,-0.026507599279284477,0.09318366114570509,0.09318366114570531,-0.026507599208150767,3,0.0,7.989815010950249,0.9954578876495361,0.0952032059431076,0.043279048055410385,0.09534761359917976,0.09534761359917955,0.043279049069484904,0,0
0,1281.2113398864153,3.141592653589793,0.0,74,0.9954578876495361,0.0952032059431076,0.043279048055410385,0.09534761359917976,0.09534761359917955,0.043279049069484904,0,-2.0,7.992884051858024,0.9962972402572632,0.08597541600465775,-0.18531854450702667,0.08608168639273117,0.08608168639273103,-0.18531854412897042,0,0
0,1281.2113398864153,3.141592653589793,0.0,75,0.9962972402572632,0.08597541600465775,-0.18531854450702667,0.08608168639273117,0.08608168639273103,-0.18531854412897042,3,0.0,7.996471952689028,0.9967985153198242,0.07995440065860748,-0.12083698064088821,0.08003983721420527,0.0800398372142052,-0.12083698357051662,0,0
0,1281.2113398864153,3.141592653589793,0.0,76,0.9967985153198242,0.07995440065860748,-0.12083698064088821,0.08003983721420527,0.0800398372142052,-0.12083698357051662,3,0.0,10.0,0.9970372319221497,0.07692022621631622,-0.0608711801469326,0.07699627817476085,0.07699627817476101,-0.060871180788883754,0,0
0,1281.2113398864153,3.141592653589793,0.0,77,0.9970372319221497,0.07692022621631622,-0.0608711801469326,0.07699627817476085,0.07699627817476101,-0.060871180788883754,3,0.0,10.0,0.9970494508743286,0.0767616406083107,-0.003181013511493802,0.07683722749489741,0.07683722749489731,-0.0031810135972741085,0,0
0,1281.2113398864153,3.141592653589793,0.0,78,0.9970494508743286,0.0767616406083107,-0.003181013511493802,0.07683722749489741,0.07683722749489731,-0.0031810135972741085,3,0.0,10.0,0.9968370199203491,0.07947283983230591,0.05439021810889244,0.07955673840868283,0.07955673840868273,0.0543902182757082,0,0
0,1281.2113398864153,3.141592653589793,0.0,79,0.9968370199203491,0.07947283983230591,0.05439021810889244,0.07955673840868283,0.07955673840868273,0.0543902182757082,3,0.0,7.989755914684236,0.996367871761322,0.0851532369852066,0.11399485170841217,0.08525648090580162,0.08525648090580158,0.11399484994237719,0,0
0,1281.2113398864153,3.141592653589793,0.0,80,0.996367871761322,0.0851532369852066,0.11399485170841217,0.08525648090580162,0.08525648090580158,0.11399484994237719,0,-2.0,10.0,0.9968693256378174,0.07906685769557953,-0.12214022129774094,0.07914946971292558,0.07914946971292568,-0.12214022385751816,0,0
0,1281.2113398864153,3.141592653589793,0.0,81,0.9968693256378174,0.07906685769557953,-0.12214022129774094,0.07914946971292558,0.07914946971292568,-0.12214022385751816,3,0.0,10.0,0.9971128106117249,0.07593430578708649,-0.06284008175134659,0.07600746558722804,0.07600746558722823,-0.06284008251394888,0,0
0,1281.2113398864153,3.141592653589793,0.0,82,0.9971128106117249,0.07593430578708649,-0.06284008175134659,0.07600746558722804,0.07600746558722823,-0.06284008251394888,3,0.0,10.0,0.9971351623535156,0.07564067840576172,-0.005889355670660734,0.075712997805081,0.07571299780508121,-0.00588935564294029,0,0
0,1281.2113398864153,3.141592653589793,0.0,83,0.9971351623535156,0.07564067840576172,-0.005889355670660734,0.075712997805081,0.07571299780508121,-0.00588935564294029,3,0.0,10.0,0.9969396591186523,0.07817520946264267,0.050841156393289566,0.07825505558312962,0.07825505558312976,0.05084115556097094,0,0
0,1281.2113398864153,3.141592653589793,0.0,84,0.9969396591186523,0.07817520946264267,0.050841156393289566,0.07825505558312962,0.07825505558312976,0.05084115556097094,3,0.0,7.990136945659666,0.9964967966079712,0.08363088965415955,0.10947256535291672,0.08372868372179232,0.08372868372179228,0.10947256277325029,0,0
0,1281.2113398864153,3.141592653589793,0.0,85,0.9964967966079712,0.08363088965415955,0.10947256535291672,0.08372868372179232,0.08372868372179228,0.10947256277325029,0,-2.0,10.0,0.9970108866691589,0.07726139575242996,-0.12780426442623138,0.07733847016507811,0.07733847016507797,-0.12780427113428616,0,0
0,1281.2113398864153,3.141592653589793,0.0,86,0.9970108866691589,0.07726139575242996,-0.12780426442623138,0.07733847016507811,0.07733847016507797,-0.12780427113428616,3,0.0,10.0,0.99727463722229,0.07377846539020538,-0.06985822319984436,0.07384555897985967,0.07384555897985973,-0.06985822370436494,0,0
0,1281.2113398864153,3.141592653589793,0.0,87,0.99727463722229,0.07377846539020538,-0.06985822319984436,0.07384555897985967,0.07384555897985973,-0.06985822370436494,3,0.0,10.0,0.997327983379364,0.07305420190095901,-0.014524376951158047,0.07311934011669052,0.07311934011669073,-0.014524377263379892,0,0
